agent_type,backend_model,root_cause_category,root_cause_name,net_env,scenario_topo_size,session_id,in_tokens,out_tokens,steps,tool_calls,tool_errors,time_taken,llm_judge_relevance_score,llm_judge_correctness_score,llm_judge_efficiency_score,llm_judge_clarity_score,llm_judge_final_outcome_score,llm_judge_overall_score,detection_score,localization_accuracy,localization_precision,localization_recall,localization_f1,rca_accuracy,rca_precision,rca_recall,rca_f1,agent,triple
claude-code,claude-sonnet-4-6,misconfiguration,dhcp_missing_subnet,ospf_enterprise_dhcp,l,405195407,298587,8308,1,35,0,210.59,5,4,4,5,3,4,1.0,0.5,1.0,0.5,0.6667,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dhcp_missing_subnet', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,misconfiguration,mac_address_conflict,ospf_enterprise_dhcp,s,405200229,695767,16723,1,60,0,368.79,3,4,2,4,1,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('mac_address_conflict', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,misconfiguration,mac_address_conflict,ospf_enterprise_dhcp,m,405201028,266000,7342,1,25,0,170.2,3,5,4,5,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('mac_address_conflict', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,misconfiguration,mac_address_conflict,ospf_enterprise_dhcp,l,405201655,460612,18387,1,40,0,433.6,5,4,4,5,4,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('mac_address_conflict', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,misconfiguration,ospf_area_misconfiguration,ospf_enterprise_dhcp,s,405202902,188847,5109,1,23,0,118.78,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('ospf_area_misconfiguration', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,misconfiguration,ospf_area_misconfiguration,ospf_enterprise_dhcp,m,405203251,195819,5366,1,19,0,110.42,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('ospf_area_misconfiguration', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,misconfiguration,ospf_area_misconfiguration,ospf_enterprise_dhcp,l,405203805,371769,11342,1,36,0,318.75,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('ospf_area_misconfiguration', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,misconfiguration,ospf_neighbor_missing,ospf_enterprise_dhcp,s,405204808,172958,6043,1,22,0,103.69,5,4,5,5,2,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('ospf_neighbor_missing', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,misconfiguration,ospf_neighbor_missing,ospf_enterprise_dhcp,m,405205152,223331,6110,1,22,0,120.58,5,4,5,5,2,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('ospf_neighbor_missing', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,misconfiguration,ospf_neighbor_missing,ospf_enterprise_dhcp,l,405205721,291461,8243,1,32,0,224.88,5,3,4,5,2,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('ospf_neighbor_missing', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,network_node_error,frr_service_down,ospf_enterprise_dhcp,s,405210539,214459,5450,1,28,0,106.12,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('frr_service_down', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,network_node_error,frr_service_down,ospf_enterprise_dhcp,m,405210915,130691,3186,1,14,0,81.28,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('frr_service_down', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,network_node_error,frr_service_down,ospf_enterprise_dhcp,l,405211407,351814,7560,1,36,0,229.65,5,4,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('frr_service_down', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,network_under_attack,arp_cache_poisoning,ospf_enterprise_dhcp,s,405212241,676674,20913,1,59,0,376.97,3,4,3,4,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('arp_cache_poisoning', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,network_under_attack,arp_cache_poisoning,ospf_enterprise_dhcp,m,405213045,678503,15871,1,53,0,392.53,4,4,4,5,1,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('arp_cache_poisoning', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,network_under_attack,arp_cache_poisoning,ospf_enterprise_dhcp,l,405214030,502382,10125,1,42,0,283.08,3,4,3,4,1,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('arp_cache_poisoning', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,network_under_attack,dhcp_spoofed_dns,ospf_enterprise_dhcp,s,405214937,368118,8529,1,36,0,157.39,5,4,5,5,3,4,1.0,0.5,1.0,0.5,0.6667,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dhcp_spoofed_dns', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,network_under_attack,dhcp_spoofed_dns,ospf_enterprise_dhcp,m,405215416,260214,7538,1,28,0,166.48,5,4,5,5,3,4,1.0,0.5,1.0,0.5,0.6667,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dhcp_spoofed_dns', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,network_under_attack,dhcp_spoofed_dns,ospf_enterprise_dhcp,l,405220040,383506,6639,1,30,0,214.52,5,4,4,5,3,4,1.0,0.5,1.0,0.5,0.6667,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dhcp_spoofed_dns', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,network_under_attack,dhcp_spoofed_gateway,ospf_enterprise_dhcp,s,405220917,195089,4997,1,20,0,125.22,5,4,5,5,3,4,1.0,0.5,1.0,0.5,0.6667,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dhcp_spoofed_gateway', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,network_under_attack,dhcp_spoofed_gateway,ospf_enterprise_dhcp,m,405221322,238298,5305,1,23,0,118.63,5,5,5,5,3,4,1.0,0.5,1.0,0.5,0.6667,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dhcp_spoofed_gateway', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,network_under_attack,dhcp_spoofed_gateway,ospf_enterprise_dhcp,l,405221856,592312,15105,1,54,0,419.11,5,4,4,5,2,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('dhcp_spoofed_gateway', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,network_under_attack,web_dos_attack,ospf_enterprise_dhcp,s,405223040,409249,17116,1,47,0,341.11,5,5,5,5,4,5,1.0,1.0,0.5,1.0,0.6667,1.0,1.0,1.0,1.0,CC-Baseline (train),"('web_dos_attack', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,network_under_attack,web_dos_attack,ospf_enterprise_dhcp,m,405223820,695254,17075,1,64,0,346.25,5,5,4,5,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('web_dos_attack', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,network_under_attack,web_dos_attack,ospf_enterprise_dhcp,l,405224732,531415,15701,1,59,0,454.79,5,5,4,5,1,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('web_dos_attack', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,resource_contention,incast_traffic_network_limitation,ospf_enterprise_dhcp,s,405230004,208354,6460,1,23,0,127.59,4,4,3,5,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('incast_traffic_network_limitation', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,resource_contention,incast_traffic_network_limitation,ospf_enterprise_dhcp,m,405230420,385000,10816,1,38,0,253.95,5,5,5,5,2,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('incast_traffic_network_limitation', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,resource_contention,incast_traffic_network_limitation,ospf_enterprise_dhcp,l,405231205,466843,7424,1,38,0,262.23,5,4,4,5,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('incast_traffic_network_limitation', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,resource_contention,link_bandwidth_throttling,ospf_enterprise_dhcp,s,405232105,197704,4920,1,27,0,128.67,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('link_bandwidth_throttling', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,resource_contention,link_bandwidth_throttling,ospf_enterprise_dhcp,m,405232509,647465,16425,1,57,0,961.15,5,4,4,5,2,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('link_bandwidth_throttling', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,resource_contention,link_bandwidth_throttling,ospf_enterprise_dhcp,l,405234441,370467,5616,1,34,0,188.74,5,5,4,5,2,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('link_bandwidth_throttling', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,resource_contention,link_high_packet_corruption,ospf_enterprise_dhcp,s,405235201,136374,3026,1,15,0,89.93,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('link_high_packet_corruption', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,resource_contention,link_high_packet_corruption,ospf_enterprise_dhcp,m,405235522,255407,5163,1,26,0,136.77,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('link_high_packet_corruption', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,resource_contention,link_high_packet_corruption,ospf_enterprise_dhcp,l,406000048,335780,6095,1,32,0,208.87,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('link_high_packet_corruption', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,resource_contention,dns_lookup_latency,ospf_enterprise_dhcp,s,406000849,209911,4568,1,23,0,117.68,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dns_lookup_latency', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,resource_contention,dns_lookup_latency,ospf_enterprise_dhcp,m,406001238,221635,4054,1,24,0,118.19,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dns_lookup_latency', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,resource_contention,dns_lookup_latency,ospf_enterprise_dhcp,l,406001758,515158,14288,1,49,0,375.18,5,4,3,5,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('dns_lookup_latency', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,resource_contention,load_balancer_overload,ospf_enterprise_dhcp,s,406002843,616098,15709,1,67,0,290.11,5,4,4,5,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('load_balancer_overload', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,resource_contention,load_balancer_overload,ospf_enterprise_dhcp,m,406003529,680996,13625,1,65,0,277.34,4,4,3,5,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('load_balancer_overload', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,resource_contention,load_balancer_overload,ospf_enterprise_dhcp,l,406004333,551882,18296,1,56,0,536.25,5,4,4,5,1,3,1.0,1.0,0.2,1.0,0.3333,0.0,0.0,0.0,0.0,CC-Baseline (train),"('load_balancer_overload', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,resource_contention,receiver_resource_contention,ospf_enterprise_dhcp,s,406005725,421896,11909,1,49,0,292.93,5,4,4,5,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('receiver_resource_contention', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,resource_contention,receiver_resource_contention,ospf_enterprise_dhcp,m,406010413,575475,13014,1,50,0,300.28,5,4,4,4,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('receiver_resource_contention', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,resource_contention,receiver_resource_contention,ospf_enterprise_dhcp,l,406011240,466187,8667,1,36,0,259.73,5,4,4,5,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('receiver_resource_contention', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,resource_contention,sender_application_delay,ospf_enterprise_dhcp,s,406012126,262718,9953,1,35,0,245.3,5,4,5,5,1,3,1.0,1.0,0.25,1.0,0.4,0.0,0.0,0.0,0.0,CC-Baseline (train),"('sender_application_delay', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,resource_contention,sender_application_delay,ospf_enterprise_dhcp,m,406012726,478056,12293,1,42,0,247.85,5,5,4,5,3,4,1.0,1.0,0.1429,1.0,0.25,1.0,1.0,1.0,1.0,CC-Baseline (train),"('sender_application_delay', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,resource_contention,sender_application_delay,ospf_enterprise_dhcp,l,406013506,370416,6148,1,32,0,239.92,5,4,3,4,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('sender_application_delay', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,resource_contention,sender_resource_contention,ospf_enterprise_dhcp,s,406014333,615134,13815,1,68,0,257.67,5,3,4,5,2,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('sender_resource_contention', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,resource_contention,sender_resource_contention,ospf_enterprise_dhcp,m,406014942,551817,15935,1,64,0,299.41,3,4,3,4,1,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('sender_resource_contention', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,resource_contention,sender_resource_contention,ospf_enterprise_dhcp,l,406015805,509583,12491,1,59,0,378.86,5,4,3,5,1,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('sender_resource_contention', 'ospf_enterprise_dhcp', 'l')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,dns_record_error,ospf_enterprise_dhcp,s,411233516,806963,33333,1,59,0,523.03,5,5,4,4,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('dns_record_error', 'ospf_enterprise_dhcp', 's')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,dns_record_error,ospf_enterprise_dhcp,m,411234551,426181,9669,1,61,0,172.77,5,4,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('dns_record_error', 'ospf_enterprise_dhcp', 'm')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,dns_record_error,ospf_enterprise_dhcp,l,411235119,427237,12093,1,60,0,360.4,4,4,3,4,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SADE (train),"('dns_record_error', 'ospf_enterprise_dhcp', 'l')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_crash,ospf_enterprise_dhcp,s,412000015,396135,11163,1,56,0,193.63,5,4,3,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('host_crash', 'ospf_enterprise_dhcp', 's')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_crash,ospf_enterprise_dhcp,m,412000524,421432,12702,1,61,0,205.79,5,4,3,5,5,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('host_crash', 'ospf_enterprise_dhcp', 'm')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_crash,ospf_enterprise_dhcp,l,412001124,301710,8616,1,52,0,204.91,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('host_crash', 'ospf_enterprise_dhcp', 'l')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_ip_conflict,ospf_enterprise_dhcp,s,412001738,301318,9569,1,33,0,160.44,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('host_ip_conflict', 'ospf_enterprise_dhcp', 's')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_ip_conflict,ospf_enterprise_dhcp,m,412002202,247542,6941,1,32,0,131.27,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('host_ip_conflict', 'ospf_enterprise_dhcp', 'm')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_ip_conflict,ospf_enterprise_dhcp,l,412002645,434053,9778,1,41,0,237.76,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('host_ip_conflict', 'ospf_enterprise_dhcp', 'l')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_incorrect_dns,ospf_enterprise_dhcp,s,412003323,437143,8181,1,58,0,145.57,4,4,3,5,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SADE (train),"('host_incorrect_dns', 'ospf_enterprise_dhcp', 's')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_incorrect_dns,ospf_enterprise_dhcp,m,412003743,506546,8301,1,58,0,173.83,5,3,3,5,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SADE (train),"('host_incorrect_dns', 'ospf_enterprise_dhcp', 'm')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_incorrect_dns,ospf_enterprise_dhcp,l,412004313,479636,19352,1,96,0,498.56,4,3,2,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SADE (train),"('host_incorrect_dns', 'ospf_enterprise_dhcp', 'l')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_incorrect_gateway,ospf_enterprise_dhcp,s,412005420,314610,8355,1,39,0,127.36,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('host_incorrect_gateway', 'ospf_enterprise_dhcp', 's')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_incorrect_gateway,ospf_enterprise_dhcp,m,412005812,417316,11124,1,44,0,183.55,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('host_incorrect_gateway', 'ospf_enterprise_dhcp', 'm')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_incorrect_gateway,ospf_enterprise_dhcp,l,412010344,448565,10725,1,50,0,291.49,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('host_incorrect_gateway', 'ospf_enterprise_dhcp', 'l')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_incorrect_ip,ospf_enterprise_dhcp,s,412011119,209281,7598,1,35,0,116.41,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('host_incorrect_ip', 'ospf_enterprise_dhcp', 's')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_incorrect_ip,ospf_enterprise_dhcp,m,412011501,393988,9882,1,38,0,164.27,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('host_incorrect_ip', 'ospf_enterprise_dhcp', 'm')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_incorrect_ip,ospf_enterprise_dhcp,l,412012017,358335,11431,1,62,0,299.05,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('host_incorrect_ip', 'ospf_enterprise_dhcp', 'l')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_incorrect_netmask,ospf_enterprise_dhcp,s,412012803,286229,7381,1,35,0,146.08,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('host_incorrect_netmask', 'ospf_enterprise_dhcp', 's')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_incorrect_netmask,ospf_enterprise_dhcp,m,412013213,308436,7445,1,37,0,140.0,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('host_incorrect_netmask', 'ospf_enterprise_dhcp', 'm')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_incorrect_netmask,ospf_enterprise_dhcp,l,412013706,527449,13348,1,49,0,330.76,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('host_incorrect_netmask', 'ospf_enterprise_dhcp', 'l')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_missing_ip,ospf_enterprise_dhcp,s,412014519,454939,12331,1,58,0,209.78,5,3,3,5,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SADE (train),"('host_missing_ip', 'ospf_enterprise_dhcp', 's')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_missing_ip,ospf_enterprise_dhcp,m,412015036,551303,18917,1,51,0,315.97,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('host_missing_ip', 'ospf_enterprise_dhcp', 'm')"
claude-code-sade,claude-sonnet-4-6,end_host_failure,host_missing_ip,ospf_enterprise_dhcp,l,412015825,661623,17945,1,61,0,431.65,4,4,3,4,1,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,SADE (train),"('host_missing_ip', 'ospf_enterprise_dhcp', 'l')"
claude-code-sade,claude-sonnet-4-6,link_failure,dhcp_service_down,ospf_enterprise_dhcp,s,412020832,445246,9847,1,50,0,174.08,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('dhcp_service_down', 'ospf_enterprise_dhcp', 's')"
claude-code-sade,claude-sonnet-4-6,link_failure,dhcp_service_down,ospf_enterprise_dhcp,m,412021319,489175,10344,1,55,0,184.3,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('dhcp_service_down', 'ospf_enterprise_dhcp', 'm')"
claude-code-sade,claude-sonnet-4-6,link_failure,dhcp_service_down,ospf_enterprise_dhcp,l,412021901,309977,7404,1,41,0,215.67,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('dhcp_service_down', 'ospf_enterprise_dhcp', 'l')"
claude-code-sade,claude-sonnet-4-6,link_failure,dns_service_down,ospf_enterprise_dhcp,s,412022528,493823,7511,1,58,0,130.56,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SADE (train),"('dns_service_down', 'ospf_enterprise_dhcp', 's')"
